identifier 1,abstract,abstract 2,collection,collection_identifier,date_range_end,date_qualifier,date_single/start,date_text,digital_origin,filename 1,filename 2,form,identifier 2,internet_media_type,item_type,language,language_of_cataloging,name 1,name_role 1,name 2,name_role 2,name 3,name_role 3,note,note_2,place_of_origin,repository,series_title,title2,title2_part,project_url,project,rights,subject_topical 1 1,subject_topical 1 2,subject_topical 2 1,subject_topical 2 2,subject_topical 3,subject_name 1,subject_name 2,subject_geographic,subject_geographic 2 1,subject_geographic 2 2,subject_geographic 3 1,subject_geographic 3 2,subject_geographic 4 1,subject_geographic 4 2,subject_geographic 5 1,subject_geographic 5 2,genre,title,title_intial_article
0012_003589_000319_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_57_01.jp2,gsmrc-post_57_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000319_0002,image/jp2,still image,eng,eng,"Standard Souvenirs & Novelties (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Black bear | http://id.loc.gov/authorities/subjects/sh85014524,Black bears | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,Cub Bear in Great Smoky Mountains National Park,
0012_003589_000320_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_58_01.jp2,gsmrc-post_58_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000320_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Waterfalls | http://id.loc.gov/authorities/subjects/sh85145720,Waterfalls | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,One of the Numerous Pretty Waterfalls in the Great Smoky Mountains National Park,
0012_003589_000321_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_59_01.jp2,gsmrc-post_59_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000321_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,Jim Thompson Co.,Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Pinnacle Lead | Coordinates: 35.71204N, 83.28571W",Pinnacle Lead | DOTS,"Mount Guyot | Coordinates: 35.7051N, 83.25737W",Mount Guyot | DOTS,,,,,,"Mt. Guyot from the Pinnacle, the Great Smoky Mountains National Park.",
0012_003589_000322_0001,Unused postcard with black and white photographic image.,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_60_01.jp2,gsmrc-post_60_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000322_0002,image/jp2,still image,eng,eng,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,Pi Beta Phi Settlement School,Pi Beta Phi Settlement School buildings | DOTS,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,"Pi Beta Phi Health Center, Gatlinburg, TN",
0012_003589_000323_0001,Unused postcard with black and white photographic image.,"Note on back says, ""Not Pi Phi School – A Rural School.""","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_61_01.jp2,gsmrc-post_61_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000323_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,School buildings | http://id.loc.gov/authorities/subjects/sh85118278,Schoolhouses | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,Mountain School,
0012_003589_000324_0001,"Postcard with handwritten note mailed on August 19, 1926 from Kinzel Springs, Tenn. to Mrs. J.M. Tillery, Knoxville for a postage of 2 cents.",,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,,,1926-08-19,1926-08-19,reformatted digital,gsmrc-post_62_01.jp2,gsmrc-post_62_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000324_0002,image/jp2,still image,eng,eng,"Knoxville Engraving Company (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Recreation,,Swimming | http://id.loc.gov/authorities/subjects/sh85131207,Swimming | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Kinzel Springs | Coordinates: 35.68703N, 83.79629W",Kinzel Springs | DOTS,,,,,,,,"Bathing at Kinzel Springs, Tenn.",
0012_003589_000325_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_63_01.jp2,gsmrc-post_63_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000325_0002,image/jp2,still image,eng,eng,"Knoxville Engraving Company (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Hotels | http://id.loc.gov/authorities/subjects/sh85062487,Hotels | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Kinzel Springs | Coordinates: 35.68703N, 83.79629W",Kinzel Springs | DOTS,,,,,,,,"Kinzel Springs, Tenn.",
0012_003589_000326_0001,Unused postcard with two panoramic images on the front.,"The Great Smoky Mountains are located 35 miles from Knoxville.  They are pictures of unbelievable beauty.  Streams dashing against rocks, and over cascades, waterfalls in various heights, precipitous cliffs, peaks and bluffs and an ever-changing variety of color meet the eye at every turn.  Seven peaks rise to an altitude of more than 6000 feet.  Seven states can be seen from Mt. Leconte which is the highest peak in the range.  It rises 6680 feet above sea level.  The Great Smokies cover 704,000 acres. ""Knoxville – Gateway to the Great Smokies.""","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_64_01.jp2,gsmrc-post_64_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000326_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,Thompson Bros.,Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Landscapes | http://id.loc.gov/authorities/subjects/sh85074392,Scenery and landscapes | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Huggins Hell | Coordinates: 35.64093N, 83.43627W",Huggins Hell | DOTS,"LeConte, Mount (Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh86006260 | Coordinates: 35.65426N, 83.43683W",Mount Le Conte | DOTS,,,,,,"Mt. Leconte, from Cat Stairs –- Huggins Hall, Great Smoky Mountains, National Park, near Knoxville, Tenn.",
0012_003589_000327_0001,,Wide sweeping turns afford safe and easy driving as you ascend the Mountains.  This view is just below the lower tunnel on the Newfound Gap Highway.,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_65_01.jp2,gsmrc-post_65_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000327_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Roads | http://id.loc.gov/authorities/subjects/sh85114487,Roads | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,,"Newfound Gap Highway, Chimney Tops in Background, Great Smoky Mountains National Park",
0012_003589_000328_0001,"Postcard with handwritten note mailed on August 24, 1916 from Elkmont, Tenn. to Mrs. Charles T. Cates, Knoxville for a postage of 1 cent.",,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,,,1916-08-24,1916-08-24,reformatted digital,gsmrc-post_66_01.jp2,gsmrc-post_66_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000328_0002,image/jp2,still image,eng,eng,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Waterfalls | http://id.loc.gov/authorities/subjects/sh85145720,Waterfalls | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Elkmont (Tenn.) | URI: http://id.loc.gov/authorities/names/n2013057273 | Coordinates: 35.66221N, 83.58319W",Elkmont | DOTS,,,,,,,," Falls, Appalachian Club, Elkmont, Tenn.",The 
0012_003589_000329_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_67_01.jp2,gsmrc-post_67_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000329_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Campbell, Carlos C. (Carlos Clinton), 1892- | URI: http://id.loc.gov/authorities/names/n85812680",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,U.S. 441,,,,,,,"""The Loop"", near Newfound Gap in Great Smoky Mountains National Park",
0012_003589_000330_0001,,"Great Smoky Mountains National Park – There is a picturesque quality to these typical mountain homes throughout the foothills of the Great Smoky Mountains.  The swinging bridge seen here, is the generally used method for foot travel in crossing the streams.  Vehicles and domestic animals have to ford the streams or stay on the same side.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_68_01.jp2,gsmrc-post_68_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000330_0002,image/jp2,still image,eng,eng,"Standard Souvenirs & Novelties (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Swing bridges | http://id.loc.gov/authorities/subjects/sh2007003771,Swinging bridges | DOTS,Log cabins | http://id.loc.gov/authorities/subjects/sh85078077,Cabins | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,Cabin and Swinging Bridge,
0012_003589_000331_0001,,"Chimney Tops, Alt. 4,755 ft.  The ""Chimneys"" in the Tennessee section of the Great Smoky Mountains National Park test the endurance of hardened mountain climbers.  The ruggedness cannot be appreciated until one climbs to the top.  Excellent views of Little Pigeon Gorge, the Loop-Over and many other awe-inspiring scenes may be seen from the tops.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_69_01.jp2,gsmrc-post_69_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000331_0002,image/jp2,still image,eng,eng,"Martin, Harry N.",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Thompsons, Inc.",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Asheville (N.C.) | http://id.loc.gov/authorities/names/n79063971,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",Newfound Gap Road1,Newfound Gap Road/U.S. 44 | DOTS,"Chimney Tops | Coordinates: 35.62999N, 83.47803W",Chimney Tops | DOTS,U.S. 441,U.S. 441 | DOTS,,,,Chimney Tops as seen from the Loop-Over Underpass Great Smoky Mountains National Park,
0012_003589_000332_0001,,Each year thousands of visitors climb the observation tower on top of Clingman's Dome for an unforgettable panoramic view of deep gorges and towering mountain ranges.  One of the most famous ranges to be seen from this point is Mt. LeConte.  On days when the clouds hang low the mountain tops below appear as islands in a sea of white.,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_70_01.jp2,gsmrc-post_70_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000332_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Watchtowers | http://id.loc.gov/authorities/subjects/sh00004969,Observation towers | DOTS,Tourism | http://id.loc.gov/authorities/subjects/sh85136255,Tourism | DOTS,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Clingmans Dome (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh2013001541 | Coordinates: 35.56287N, 83.4985W",Clingmans Dome | DOTS,,,,,,,,"Clingman's Dome Observation Tower, Alt. 6643 Ft. – Great Smoky Mountains National park",
0012_003589_000333_0001,,,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_71_01.jp2,gsmrc-post_71_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000333_0002,image/jp2,still image,eng,eng,"Martin, Harry N.",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,Curt Teich & Co. | URI: http://id.loc.gov/authorities/names/nr2004026443,Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Asheville (N.C.) | http://id.loc.gov/authorities/names/n79063971,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Black bear | http://id.loc.gov/authorities/subjects/sh85014524,Black bears | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,"""Hitch-Hiker"" in the Great Smoky Mountains National Park",
0012_003589_000334_0001,"Postcard with handwritten note addressed to Mr. and Mrs. Harold Adam, Middleboro, Kentucky.",,"Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_72_01.jp2,gsmrc-post_72_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000334_0002,image/jp2,still image,eng,eng,W.M. Cline Company | URI: http://id.loc.gov/authorities/names/no2007054318,Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Huggins Hell | Coordinates: 35.64093N, 83.43627W",Huggins Hell | DOTS,,,,,,,,"Huggin's Hell, Great Smoky Mountains National Park – ""Who Says It Is?""",
0012_003589_000335_0001,,"There are numerous parking plazas along scenic roads of the Great Smokies.  From this one, near the top of the mountain on the Tennessee side of the Newfound Gap Highway, a good view of the Little Pigeon Gorge is obtained.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_73_01.jp2,gsmrc-post_73_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000335_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Thompsons (Knoxville, Tenn.)",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Little Pigeon River | Coordinates: 35.93092N, 83.59545W",Little Pigeon River | DOTS,,,,,,,,"Little Pigeon Gorge, Great Smoky Mountains National Park",
0012_003589_000336_0001,,"Here we see the Scenic Loop Highway as it follows along Little River through the park.  This point is known as the ""Narrows"" and the big rock that overhangs the highway is known as the Indian Head Rock.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_74_01.jp2,gsmrc-post_74_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000336_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,"Thompsons, Inc.",Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,,,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W","Little River Road | Coordinates: 35.66924N, 83.58838W",Little River Road | DOTS,,,,,,,,Scenic Loop Highway Great Smoky Mountains National Park,
0012_003589_000337_0001,,"Pioneer cabins, located throughout the foothill sections of the Great Smoky Mountains National Park, add a picturesque interest to the park; while many of the cabins are still occupied – the owners having exercised their privilege to retain a life-time lease when selling their land and homes to the park – poorer types, that have been vacated, have been removed so the surroundings can soon become ""natural"" again.  Some of the better examples of mountain architecture, however, are being restored and will be preserved as a part of the park museum projects.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_75_01.jp2,gsmrc-post_75_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000337_0002,image/jp2,still image,eng,eng,"Standard News Agency (Knoxville, Tenn.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,Jim Thompson Co.,Contributor | http://id.loc.gov/vocabulary/relators/ctb,Creation date inferred from archival collection dates.,Unused postcard.,Knoxville (Tenn.) | http://id.loc.gov/authorities/names/n79109786,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Log cabins | http://id.loc.gov/authorities/subjects/sh85078077,Cabins | DOTS,,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,"Typical Mountain Cabin, Great Smoky Mountains National Park",
0012_003589_000338_0001,,"One of the greatest of Nature's displays is the Great Smoky Mountains National Park, the largest national park in Eastern America.  This park straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee.  Within its borders there are many mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.","Great Smoky Mountains Postcard Collection, 1910-1955",MS.3745,1955,inferred,1910,Undated,reformatted digital,gsmrc-post_76_01.jp2,gsmrc-post_76_02.jp2,postcards | http://vocab.getty.edu/aat/300026816,0012_003589_000338_0002,image/jp2,still image,eng,eng,"Asheville Post Card Company (Asheville, N.C.)",Creator | http://id.loc.gov/vocabulary/relators/cre,unknown,Creator | http://id.loc.gov/vocabulary/relators/cre,,,Creation date inferred from archival collection dates.,Unused postcard.,,"University of Tennessee, Knoxville. Special Collections",,,,http://digital.lib.utk.edu/smokiespostcards,Great Smoky Mountains Postcards,Public domain.,Snow | http://id.loc.gov/authorities/subjects/sh85123771,Snow and ice | DOTS,Ice | http://id.loc.gov/authorities/subjects/sh85063965,,,,,"Great Smoky Mountains (N.C. and Tenn.) | URI: http://id.loc.gov/authorities/subjects/sh85057008 | Coordinates: 35.58343N, 83.50822W",,,,,,,,,,"Winter is a ""Time of Enchantment"" in the Great Smoky Mountains National Park",
